"データID","FRPリスト名","型式確認","品番","図番"
"zcrm_7345477000025727038","CRKURC-22C-6.25S","CRKURC-22C-6.25S","021501000","CKU14-No11C"
"zcrm_7345477000025728018","CRKURCT-06C-6.25","CRKURCT-06C-6.25","031178000","CKU16-No13B"
"zcrm_7345477000025727130","CRKURT-06C-6.4S","CRKURT-06C-6.4S","021709000","CKU25-No02C"
"zcrm_7345477000025677774","CRKUSR-22B-6.25S","CRKUSR-22B-6.25S","020971000","CKU11-No11C"
"zcrm_7345477000025677862","CRKUSRC-22B-6.25S","CRKUSRC-22B-6.25S","021156000","CKU12-No11C"
"zcrm_7345477000025727292","CRKUF-26C-6.4S","CRKUF-26C-6.4S","022136000","CKU23-No36B"
"zcrm_7345477000025727358","CRKUFC-26C-6.4S","CRKUFC-26C-6.4S","022234000","CKU24-No36B"
"zcrm_7345477000025727827","CRKUFCT-17D-6.4","CRKUFCT-17D-6.4","030540000","CKU26-No38B"
"zcrm_7345477000025727863","CRKUFT-17D-6.4","CRKUFT-17D-6.4","030596000","CKU25-No38B"
"zcrm_7345477000025727910","CRKUR-26C-6.25","CRKUR-26C-6.25","030776000","CKU13-No24B"
"zcrm_7345477000025727039","CRKURC-26C-6.25S","CRKURC-26C-6.25S","021502000","CKU14-No12C"
"zcrm_7345477000025728019","CRKURCT-07C-6.25","CRKURCT-07C-6.25","031179000","CKU16-No14B"
"zcrm_7345477000025727131","CRKURT-07C-6.4S","CRKURT-07C-6.4S","021710000","CKU25-No03C"
"zcrm_7345477000025677775","CRKUSR-26B-6.25S","CRKUSR-26B-6.25S","020972000","CKU11-No12C"
"zcrm_7345477000025677863","CRKUSRC-26B-6.25S","CRKUSRC-26B-6.25S","021157000","CKU12-No12C"
"zcrm_7345477000025727740","CRKUF-02C-6.4","CRKUF-02C-6.4","030256000","CKU23-No37B"
"zcrm_7345477000025727784","CRKUFC-02C-6.4","CRKUFC-02C-6.4","030430000","CKU24-No37B"
"zcrm_7345477000025727828","CRKUFCT-18D-6.4","CRKUFCT-18D-6.4","030541000","CKU26-No39B"
"zcrm_7345477000025727864","CRKUFT-18D-6.4","CRKUFT-18D-6.4","030597000","CKU25-No39B"
"zcrm_7345477000025677952","CRKUR-02C-6.4S","CRKUR-02C-6.4S","021362000","CKU23-No01C"
"zcrm_7345477000025727955","CRKURC-02C-6.25","CRKURC-02C-6.25","031109000","CKU14-No13B"
"zcrm_7345477000025728020","CRKURCT-10C-6.25","CRKURCT-10C-6.25","031180000","CKU16-No15B"
"zcrm_7345477000025727132","CRKURT-10C-6.4S","CRKURT-10C-6.4S","021711000","CKU25-No04C"
"zcrm_7345477000025728121","CRKUSR-02B-6.25","CRKUSR-02B-6.25","031292000","CKU11-No13B"
"zcrm_7345477000025728187","CRKUSRC-02B-6.25","CRKUSRC-02B-6.25","031374000","CKU12-No13B"
"zcrm_7345477000025727741","CRKUF-04C-6.4","CRKUF-04C-6.4","030257000","CKU23-No38B"
"zcrm_7345477000025727785","CRKUFC-04C-6.4","CRKUFC-04C-6.4","030431000","CKU24-No38B"
"zcrm_7345477000025727829","CRKUFCT-22D-6.4","CRKUFCT-22D-6.4","030543000","CKU26-No41B"
"zcrm_7345477000025727865","CRKUFT-22D-6.4","CRKUFT-22D-6.4","030599000","CKU25-No41B"
"zcrm_7345477000025677953","CRKUR-04C-6.4S","CRKUR-04C-6.4S","021363000","CKU23-No02C"
"zcrm_7345477000025727956","CRKURC-04C-6.25","CRKURC-04C-6.25","031110000","CKU14-No14B"
"zcrm_7345477000025728021","CRKURCT-12C-6.25","CRKURCT-12C-6.25","031181000","CKU16-No16B"
"zcrm_7345477000025727133","CRKURT-12C-6.4S","CRKURT-12C-6.4S","021712000","CKU25-No05C"
"zcrm_7345477000025728122","CRKUSR-04B-6.25","CRKUSR-04B-6.25","031293000","CKU11-No14B"
"zcrm_7345477000025728188","CRKUSRC-04B-6.25","CRKUSRC-04B-6.25","031375000","CKU12-No14B"
"zcrm_7345477000025727742","CRKUF-06C-6.4","CRKUF-06C-6.4","030259000","CKU23-No39B"
"zcrm_7345477000025727786","CRKUFC-06C-6.4","CRKUFC-06C-6.4","030436000","CKU24-No39B"
"zcrm_7345477000025727830","CRKUFCT-26D-6.4","CRKUFCT-26D-6.4","030544000","CKU26-No42B"
"zcrm_7345477000025727866","CRKUFT-26D-6.4","CRKUFT-26D-6.4","030600000","CKU25-No42B"
"zcrm_7345477000025677954","CRKUR-06C-6.4S","CRKUR-06C-6.4S","021364000","CKU23-No03C"
"zcrm_7345477000025727957","CRKURC-06C-6.25","CRKURC-06C-6.25","031111000","CKU14-No15B"
"zcrm_7345477000025728022","CRKURCT-15C-6.25","CRKURCT-15C-6.25","031182000","CKU16-No17B"
"zcrm_7345477000025727134","CRKURT-15C-6.4S","CRKURT-15C-6.4S","021713000","CKU25-No06C"
"zcrm_7345477000025728123","CRKUSR-06B-6.25","CRKUSR-06B-6.25","031294000","CKU11-No15B"
"zcrm_7345477000025728189","CRKUSRC-06B-6.25","CRKUSRC-06B-6.25","031376000","CKU12-No15B"
"zcrm_7345477000025727743","CRKUF-07C-6.4","CRKUF-07C-6.4","030260000","CKU23-No40B"
"zcrm_7345477000025727787","CRKUFC-07C-6.4","CRKUFC-07C-6.4","030440000","CKU24-No40B"
"zcrm_7345477000025727469","CRKUFCT-06D-6.75","CRKUFCT-06D-6.75","022441000","CKU36-No23B"
"zcrm_7345477000025727415","CRKUFT-06D-6.75","CRKUFT-06D-6.75","022325000","CKU35-No23B"
"zcrm_7345477000025677955","CRKUR-07C-6.4S","CRKUR-07C-6.4S","021365000","CKU23-No04C"
"zcrm_7345477000025727958","CRKURC-07C-6.25","CRKURC-07C-6.25","031112000","CKU14-No16B"
"zcrm_7345477000025728023","CRKURCT-17C-6.25","CRKURCT-17C-6.25","031183000","CKU16-No18B"
"zcrm_7345477000025727135","CRKURT-17C-6.4S","CRKURT-17C-6.4S","021714000","CKU25-No07C"
"zcrm_7345477000025728124","CRKUSR-07B-6.25","CRKUSR-07B-6.25","031295000","CKU11-No16B"
"zcrm_7345477000025728190","CRKUSRC-07B-6.25","CRKUSRC-07B-6.25","031377000","CKU12-No16B"
"zcrm_7345477000025727744","CRKUF-10C-6.4","CRKUF-10C-6.4","030261000","CKU23-No41B"
"zcrm_7345477000025727788","CRKUFC-10C-6.4","CRKUFC-10C-6.4","030442000","CKU24-No41B"
"zcrm_7345477000025727470","CRKUFCT-07D-6.75","CRKUFCT-07D-6.75","022444000","CKU36-No24B"
"zcrm_7345477000025727416","CRKUFT-07D-6.75","CRKUFT-07D-6.75","022326000","CKU35-No24B"
"zcrm_7345477000025677956","CRKUR-10C-6.4S","CRKUR-10C-6.4S","021366000","CKU23-No05C"
"zcrm_7345477000025727959","CRKURC-10C-6.25","CRKURC-10C-6.25","031113000","CKU14-No17B"
"zcrm_7345477000025728024","CRKURCT-18C-6.25","CRKURCT-18C-6.25","031184000","CKU16-No19B"
"zcrm_7345477000025727136","CRKURT-18C-6.4S","CRKURT-18C-6.4S","021715000","CKU25-No08C"
"zcrm_7345477000025728125","CRKUSR-10B-6.25","CRKUSR-10B-6.25","031296000","CKU11-No17B"
"zcrm_7345477000025728191","CRKUSRC-10B-6.25","CRKUSRC-10B-6.25","031378000","CKU12-No17B"
"zcrm_7345477000025727745","CRKUF-12C-6.4","CRKUF-12C-6.4","030262000","CKU23-No42B"
"zcrm_7345477000025727789","CRKUFC-12C-6.4","CRKUFC-12C-6.4","030443000","CKU24-No42B"
"zcrm_7345477000025727471","CRKUFCT-10D-6.75","CRKUFCT-10D-6.75","022445000","CKU36-No25B"
"zcrm_7345477000025727417","CRKUFT-10D-6.75","CRKUFT-10D-6.75","022334000","CKU35-No25B"
"zcrm_7345477000025677957","CRKUR-12C-6.4S","CRKUR-12C-6.4S","021367000","CKU23-No06C"
"zcrm_7345477000025727960","CRKURC-12C-6.25","CRKURC-12C-6.25","031114000","CKU14-No18B"
"zcrm_7345477000025728025","CRKURCT-22C-6.25","CRKURCT-22C-6.25","031186000","CKU16-No21B"
"zcrm_7345477000025727137","CRKURT-22C-6.4S","CRKURT-22C-6.4S","021717000","CKU25-No10C"
"zcrm_7345477000025728126","CRKUSR-12B-6.25","CRKUSR-12B-6.25","031297000","CKU11-No18B"
"zcrm_7345477000025728192","CRKUSRC-12B-6.25","CRKUSRC-12B-6.25","031379000","CKU12-No18B"
"zcrm_7345477000025727746","CRKUF-15C-6.4","CRKUF-15C-6.4","030263000","CKU23-No43B"
"zcrm_7345477000025727790","CRKUFC-15C-6.4","CRKUFC-15C-6.4","030447000","CKU24-No43B"
"zcrm_7345477000025727472","CRKUFCT-12D-6.75","CRKUFCT-12D-6.75","022448000","CKU36-No26B"
"zcrm_7345477000025727418","CRKUFT-12D-6.75","CRKUFT-12D-6.75","022335000","CKU35-No26B"
"zcrm_7345477000025677958","CRKUR-15C-6.4S","CRKUR-15C-6.4S","021368000","CKU23-No07C"
"zcrm_7345477000025727961","CRKURC-15C-6.25","CRKURC-15C-6.25","031115000","CKU14-No19B"
"zcrm_7345477000025728026","CRKURCT-26C-6.25","CRKURCT-26C-6.25","031187000","CKU16-No22B"
"zcrm_7345477000025727138","CRKURT-26C-6.4S","CRKURT-26C-6.4S","021718000","CKU25-No11C"
"zcrm_7345477000025728127","CRKUSR-15B-6.25","CRKUSR-15B-6.25","031298000","CKU11-No19B"
"zcrm_7345477000025728193","CRKUSRC-15B-6.25","CRKUSRC-15B-6.25","031380000","CKU12-No19B"
"zcrm_7345477000025727747","CRKUF-17C-6.4","CRKUF-17C-6.4","030264000","CKU23-No44B"
"zcrm_7345477000025727791","CRKUFC-17C-6.4","CRKUFC-17C-6.4","030449000","CKU24-No44B"
"zcrm_7345477000025727473","CRKUFCT-15D-6.75","CRKUFCT-15D-6.75","022460000","CKU36-No27B"
"zcrm_7345477000025727419","CRKUFT-15D-6.75","CRKUFT-15D-6.75","022340000","CKU35-No27B"
"zcrm_7345477000025677959","CRKUR-17C-6.4S","CRKUR-17C-6.4S","021369000","CKU23-No08C"
"zcrm_7345477000025727962","CRKURC-17C-6.25","CRKURC-17C-6.25","031116000","CKU14-No20B"
"zcrm_7345477000025727217","CRKURCT-04C-6.4S","CRKURCT-04C-6.4S","021910000","CKU26-No01C"
"zcrm_7345477000025728067","CRKURT-04C-6.4","CRKURT-04C-6.4","031233000","CKU25-No12B"
"zcrm_7345477000025728128","CRKUSR-17B-6.25","CRKUSR-17B-6.25","031299000","CKU11-No20B"
"zcrm_7345477000025728194","CRKUSRC-17B-6.25","CRKUSRC-17B-6.25","031381000","CKU12-No20B"
"zcrm_7345477000025727748","CRKUF-18C-6.4","CRKUF-18C-6.4","030266000","CKU23-No45B"
"zcrm_7345477000025727792","CRKUFC-18C-6.4","CRKUFC-18C-6.4","030450000","CKU24-No45B"
"zcrm_7345477000025727474","CRKUFCT-17D-6.75","CRKUFCT-17D-6.75","022462000","CKU36-No28B"
"zcrm_7345477000025727420","CRKUFT-17D-6.75","CRKUFT-17D-6.75","022341000","CKU35-No28B"
"zcrm_7345477000025677960","CRKUR-18C-6.4S","CRKUR-18C-6.4S","021370000","CKU23-No09C"
"zcrm_7345477000025727963","CRKURC-18C-6.25","CRKURC-18C-6.25","031117000","CKU14-No21B"
"zcrm_7345477000025727218","CRKURCT-06C-6.4S","CRKURCT-06C-6.4S","021914000","CKU26-No02C"
"zcrm_7345477000025728068","CRKURT-06C-6.4","CRKURT-06C-6.4","031234000","CKU25-No13B"
"zcrm_7345477000025728129","CRKUSR-18B-6.25","CRKUSR-18B-6.25","031300000","CKU11-No21B"
"zcrm_7345477000025728195","CRKUSRC-18B-6.25","CRKUSRC-18B-6.25","031382000","CKU12-No21B"
"zcrm_7345477000025727749","CRKUF-22C-6.4","CRKUF-22C-6.4","030292000","CKU23-No47B"
"zcrm_7345477000025727793","CRKUFC-22C-6.4","CRKUFC-22C-6.4","030470000","CKU24-No47B"
"zcrm_7345477000025727475","CRKUFCT-18D-6.75","CRKUFCT-18D-6.75","022465000","CKU36-No29B"
"zcrm_7345477000025727421","CRKUFT-18D-6.75","CRKUFT-18D-6.75","022342000","CKU35-No29B"
"zcrm_7345477000025677961","CRKUR-22C-6.4S","CRKUR-22C-6.4S","021372000","CKU23-No11C"
"zcrm_7345477000025727964","CRKURC-22C-6.25","CRKURC-22C-6.25","031119000","CKU14-No23B"
"zcrm_7345477000025727219","CRKURCT-07C-6.4S","CRKURCT-07C-6.4S","021915000","CKU26-No03C"
"zcrm_7345477000025728069","CRKURT-07C-6.4","CRKURT-07C-6.4","031235000","CKU25-No14B"
"zcrm_7345477000025728130","CRKUSR-22B-6.25","CRKUSR-22B-6.25","031302000","CKU11-No23B"
"zcrm_7345477000025728196","CRKUSRC-22B-6.25","CRKUSRC-22B-6.25","031384000","CKU12-No23B"
"zcrm_7345477000025727750","CRKUF-26C-6.4","CRKUF-26C-6.4","030293000","CKU23-No48B"
"zcrm_7345477000025727794","CRKUFC-26C-6.4","CRKUFC-26C-6.4","030471000","CKU24-No48B"
"zcrm_7345477000025727476","CRKUFCT-22D-6.75","CRKUFCT-22D-6.75","022511000","CKU36-No31B"
"zcrm_7345477000025727422","CRKUFT-22D-6.75","CRKUFT-22D-6.75","022344000","CKU35-No31B"
"zcrm_7345477000025677962","CRKUR-26C-6.4S","CRKUR-26C-6.4S","021373000","CKU23-No12C"
"zcrm_7345477000025727965","CRKURC-26C-6.25","CRKURC-26C-6.25","031120000","CKU14-No24B"
"zcrm_7345477000025727220","CRKURCT-10C-6.4S","CRKURCT-10C-6.4S","021916000","CKU26-No04C"
"zcrm_7345477000025728070","CRKURT-10C-6.4","CRKURT-10C-6.4","031236000","CKU25-No15B"
"zcrm_7345477000025728131","CRKUSR-26B-6.25","CRKUSR-26B-6.25","031303000","CKU11-No24B"
"zcrm_7345477000025728197","CRKUSRC-26B-6.25","CRKUSRC-26B-6.25","031385000","CKU12-No24B"
"zcrm_7345477000025727293","CRKUF-02C-6.75","CRKUF-02C-6.75","022137000","CKU33-No25B"
"zcrm_7345477000025727359","CRKUFC-02C-6.75","CRKUFC-02C-6.75","022235000","CKU34-No25B"
"zcrm_7345477000025727477","CRKUFCT-26D-6.75","CRKUFCT-26D-6.75","022518000","CKU36-No32B"
"zcrm_7345477000025727423","CRKUFT-26D-6.75","CRKUFT-26D-6.75","022345000","CKU35-No32B"
"zcrm_7345477000025727911","CRKUR-02C-6.4","CRKUR-02C-6.4","030805000","CKU23-No13B"
"zcrm_7345477000025727040","CRKURC-02C-6.4S","CRKURC-02C-6.4S","021503000","CKU24-No01C"
"zcrm_7345477000025727221","CRKURCT-12C-6.4S","CRKURCT-12C-6.4S","021917000","CKU26-No05C"
"zcrm_7345477000025728071","CRKURT-12C-6.4","CRKURT-12C-6.4","031237000","CKU25-No16B"
"zcrm_7345477000025677776","CRKUSR-02B-6.4S","CRKUSR-02B-6.4S","020973000","CKU21-No01C"
"zcrm_7345477000025677864","CRKUSRC-02B-6.4S","CRKUSRC-02B-6.4S","021158000","CKU22-No01C"
"zcrm_7345477000025727294","CRKUF-04C-6.75","CRKUF-04C-6.75","022138000","CKU33-No26B"
"zcrm_7345477000025727360","CRKUFC-04C-6.75","CRKUFC-04C-6.75","022236000","CKU34-No26B"
"zcrm_7345477000025727912","CRKUR-04C-6.4","CRKUR-04C-6.4","030806000","CKU23-No14B"
"zcrm_7345477000025727041","CRKURC-04C-6.4S","CRKURC-04C-6.4S","021504000","CKU24-No02C"
"zcrm_7345477000025727222","CRKURCT-15C-6.4S","CRKURCT-15C-6.4S","021918000","CKU26-No06C"
"zcrm_7345477000025728072","CRKURT-15C-6.4","CRKURT-15C-6.4","031238000","CKU25-No17B"
"zcrm_7345477000025677777","CRKUSR-04B-6.4S","CRKUSR-04B-6.4S","020974000","CKU21-No02C"
"zcrm_7345477000025677865","CRKUSRC-04B-6.4S","CRKUSRC-04B-6.4S","021159000","CKU22-No02C"
"zcrm_7345477000025727295","CRKUF-06C-6.75","CRKUF-06C-6.75","022139000","CKU33-No27B"
"zcrm_7345477000025727361","CRKUFC-06C-6.75","CRKUFC-06C-6.75","022237000","CKU34-No27B"
"zcrm_7345477000025727913","CRKUR-06C-6.4","CRKUR-06C-6.4","030807000","CKU23-No15B"
"zcrm_7345477000025727042","CRKURC-06C-6.4S","CRKURC-06C-6.4S","021505000","CKU24-No03C"
"zcrm_7345477000025727223","CRKURCT-17C-6.4S","CRKURCT-17C-6.4S","021919000","CKU26-No07C"
"zcrm_7345477000025728073","CRKURT-17C-6.4","CRKURT-17C-6.4","031239000","CKU25-No18B"
"zcrm_7345477000025677778","CRKUSR-06B-6.4S","CRKUSR-06B-6.4S","020975000","CKU21-No03C"
"zcrm_7345477000025677866","CRKUSRC-06B-6.4S","CRKUSRC-06B-6.4S","021160000","CKU22-No03C"
"zcrm_7345477000025727296","CRKUF-07C-6.75","CRKUF-07C-6.75","022140000","CKU33-No28B"
"zcrm_7345477000025727362","CRKUFC-07C-6.75","CRKUFC-07C-6.75","022238000","CKU34-No28B"
"zcrm_7345477000025727914","CRKUR-07C-6.4","CRKUR-07C-6.4","030808000","CKU23-No16B"
"zcrm_7345477000025727043","CRKURC-07C-6.4S","CRKURC-07C-6.4S","021506000","CKU24-No04C"
"zcrm_7345477000025727224","CRKURCT-18C-6.4S","CRKURCT-18C-6.4S","021931000","CKU26-No08C"
"zcrm_7345477000025728074","CRKURT-18C-6.4","CRKURT-18C-6.4","031240000","CKU25-No19B"
"zcrm_7345477000025677779","CRKUSR-07B-6.4S","CRKUSR-07B-6.4S","020976000","CKU21-No04C"
"zcrm_7345477000025677867","CRKUSRC-07B-6.4S","CRKUSRC-07B-6.4S","021161000","CKU22-No04C"
"zcrm_7345477000025727297","CRKUF-10C-6.75","CRKUF-10C-6.75","022141000","CKU33-No29B"
"zcrm_7345477000025727363","CRKUFC-10C-6.75","CRKUFC-10C-6.75","022239000","CKU34-No29B"
"zcrm_7345477000025727915","CRKUR-10C-6.4","CRKUR-10C-6.4","030816000","CKU23-No17B"
"zcrm_7345477000025727044","CRKURC-10C-6.4S","CRKURC-10C-6.4S","021507000","CKU24-No05C"
"zcrm_7345477000025727225","CRKURCT-22C-6.4S","CRKURCT-22C-6.4S","021933000","CKU26-No10C"
"zcrm_7345477000025728075","CRKURT-22C-6.4","CRKURT-22C-6.4","031242000","CKU25-No21B"
"zcrm_7345477000025677780","CRKUSR-10B-6.4S","CRKUSR-10B-6.4S","020977000","CKU21-No05C"
"zcrm_7345477000025677868","CRKUSRC-10B-6.4S","CRKUSRC-10B-6.4S","021162000","CKU22-No05C"
"zcrm_7345477000025727298","CRKUF-12C-6.75","CRKUF-12C-6.75","022142000","CKU33-No30B"
"zcrm_7345477000025727364","CRKUFC-12C-6.75","CRKUFC-12C-6.75","022240000","CKU34-No30B"
"zcrm_7345477000025727916","CRKUR-12C-6.4","CRKUR-12C-6.4","030817000","CKU23-No18B"
"zcrm_7345477000025727045","CRKURC-12C-6.4S","CRKURC-12C-6.4S","021508000","CKU24-No06C"
"zcrm_7345477000025727226","CRKURCT-26C-6.4S","CRKURCT-26C-6.4S","021934000","CKU26-No11C"
"zcrm_7345477000025728076","CRKURT-26C-6.4","CRKURT-26C-6.4","031243000","CKU25-No22B"
"zcrm_7345477000025677781","CRKUSR-12B-6.4S","CRKUSR-12B-6.4S","020978000","CKU21-No06C"
"zcrm_7345477000025677869","CRKUSRC-12B-6.4S","CRKUSRC-12B-6.4S","021163000","CKU22-No06C"
"zcrm_7345477000025727299","CRKUF-15C-6.75","CRKUF-15C-6.75","022143000","CKU33-No31B"
"zcrm_7345477000025727365","CRKUFC-15C-6.75","CRKUFC-15C-6.75","022245000","CKU34-No31B"
"zcrm_7345477000025727917","CRKUR-15C-6.4","CRKUR-15C-6.4","030818000","CKU23-No19B"
"zcrm_7345477000025727046","CRKURC-15C-6.4S","CRKURC-15C-6.4S","021509000","CKU24-No07C"
"zcrm_7345477000025728027","CRKURCT-04C-6.4","CRKURCT-04C-6.4","031188000","CKU26-No12B"
"zcrm_7345477000025727140","CRKURT-04C-6.75","CRKURT-04C-6.75","021720000","CKU35-No01C"
"zcrm_7345477000025677782","CRKUSR-15B-6.4S","CRKUSR-15B-6.4S","020979000","CKU21-No07C"
"zcrm_7345477000025677870","CRKUSRC-15B-6.4S","CRKUSRC-15B-6.4S","021164000","CKU22-No07C"
"zcrm_7345477000025727300","CRKUF-17C-6.75","CRKUF-17C-6.75","022144000","CKU33-No32B"
"zcrm_7345477000025727366","CRKUFC-17C-6.75","CRKUFC-17C-6.75","022247000","CKU34-No32B"
"zcrm_7345477000025727918","CRKUR-17C-6.4","CRKUR-17C-6.4","030819000","CKU23-No20B"
"zcrm_7345477000025727047","CRKURC-17C-6.4S","CRKURC-17C-6.4S","021510000","CKU24-No08C"
"zcrm_7345477000025728028","CRKURCT-06C-6.4","CRKURCT-06C-6.4","031189000","CKU26-No13B"
"zcrm_7345477000025727141","CRKURT-06C-6.75","CRKURT-06C-6.75","021721000","CKU35-No02C"
"zcrm_7345477000025677783","CRKUSR-17B-6.4S","CRKUSR-17B-6.4S","020980000","CKU21-No08C"
"zcrm_7345477000025677871","CRKUSRC-17B-6.4S","CRKUSRC-17B-6.4S","021165000","CKU22-No08C"
"zcrm_7345477000025727301","CRKUF-18C-6.75","CRKUF-18C-6.75","022145000","CKU33-No33B"
"zcrm_7345477000025727367","CRKUFC-18C-6.75","CRKUFC-18C-6.75","022248000","CKU34-No33B"
"zcrm_7345477000025727919","CRKUR-18C-6.4","CRKUR-18C-6.4","030874000","CKU23-No21B"
"zcrm_7345477000025727048","CRKURC-18C-6.4S","CRKURC-18C-6.4S","021511000","CKU24-No09C"
"zcrm_7345477000025728029","CRKURCT-07C-6.4","CRKURCT-07C-6.4","031190000","CKU26-No14B"
"zcrm_7345477000025727142","CRKURT-07C-6.75","CRKURT-07C-6.75","021722000","CKU35-No03C"
"zcrm_7345477000025677784","CRKUSR-18B-6.4S","CRKUSR-18B-6.4S","020981000","CKU21-No09C"
"zcrm_7345477000025677872","CRKUSRC-18B-6.4S","CRKUSRC-18B-6.4S","021166000","CKU22-No09C"
"zcrm_7345477000025727302","CRKUF-22C-6.75","CRKUF-22C-6.75","022147000","CKU33-No35B"
"zcrm_7345477000025727368","CRKUFC-22C-6.75","CRKUFC-22C-6.75","022251000","CKU34-No35B"
"zcrm_7345477000025727920","CRKUR-22C-6.4","CRKUR-22C-6.4","030876000","CKU23-No23B"
"zcrm_7345477000025727049","CRKURC-22C-6.4S","CRKURC-22C-6.4S","021513000","CKU24-No11C"
"zcrm_7345477000025728030","CRKURCT-10C-6.4","CRKURCT-10C-6.4","031191000","CKU26-No15B"
"zcrm_7345477000025727143","CRKURT-10C-6.75","CRKURT-10C-6.75","021723000","CKU35-No04C"
"zcrm_7345477000025677785","CRKUSR-22B-6.4S","CRKUSR-22B-6.4S","020983000","CKU21-No11C"
"zcrm_7345477000025677873","CRKUSRC-22B-6.4S","CRKUSRC-22B-6.4S","021168000","CKU22-No11C"
"zcrm_7345477000025727303","CRKUF-26C-6.75","CRKUF-26C-6.75","022148000","CKU33-No36B"
"zcrm_7345477000025727369","CRKUFC-26C-6.75","CRKUFC-26C-6.75","022252000","CKU34-No36B"
"zcrm_7345477000025727921","CRKUR-26C-6.4","CRKUR-26C-6.4","030884000","CKU23-No24B"
"zcrm_7345477000025727050","CRKURC-26C-6.4S","CRKURC-26C-6.4S","021518000","CKU24-No12C"
"zcrm_7345477000025728031","CRKURCT-12C-6.4","CRKURCT-12C-6.4","031192000","CKU26-No16B"
"zcrm_7345477000025727144","CRKURT-12C-6.75","CRKURT-12C-6.75","021724000","CKU35-No05C"
"zcrm_7345477000025677786","CRKUSR-26B-6.4S","CRKUSR-26B-6.4S","020984000","CKU21-No12C"
"zcrm_7345477000025677874","CRKUSRC-26B-6.4S","CRKUSRC-26B-6.4S","021169000","CKU22-No12C"
"zcrm_7345477000025677963","CRKUR-02C-6.75","CRKUR-02C-6.75","021374000","CKU33-No01C"
"zcrm_7345477000025727966","CRKURC-02C-6.4","CRKURC-02C-6.4","031121000","CKU24-No13B"
"zcrm_7345477000025728032","CRKURCT-15C-6.4","CRKURCT-15C-6.4","031193000","CKU26-No17B"
"zcrm_7345477000025727145","CRKURT-15C-6.75","CRKURT-15C-6.75","021725000","CKU35-No06C"
"zcrm_7345477000025728132","CRKUSR-02B-6.4","CRKUSR-02B-6.4","031304000","CKU21-No13B"
"zcrm_7345477000025728198","CRKUSRC-02B-6.4","CRKUSRC-02B-6.4","031386000","CKU22-No13B"
"zcrm_7345477000025677964","CRKUR-04C-6.75","CRKUR-04C-6.75","021375000","CKU33-No02C"
"zcrm_7345477000025727967","CRKURC-04C-6.4","CRKURC-04C-6.4","031122000","CKU24-No14B"
"zcrm_7345477000025728033","CRKURCT-17C-6.4","CRKURCT-17C-6.4","031194000","CKU26-No18B"
"zcrm_7345477000025727146","CRKURT-17C-6.75","CRKURT-17C-6.75","021726000","CKU35-No07C"
"zcrm_7345477000025728133","CRKUSR-04B-6.4","CRKUSR-04B-6.4","031305000","CKU21-No14B"
"zcrm_7345477000025728199","CRKUSRC-04B-6.4","CRKUSRC-04B-6.4","031387000","CKU22-No14B"
"zcrm_7345477000025677965","CRKUR-06C-6.75","CRKUR-06C-6.75","021376000","CKU33-No03C"
"zcrm_7345477000025727968","CRKURC-06C-6.4","CRKURC-06C-6.4","031123000","CKU24-No15B"
"zcrm_7345477000025728034","CRKURCT-18C-6.4","CRKURCT-18C-6.4","031195000","CKU26-No19B"
"zcrm_7345477000025727147","CRKURT-18C-6.75","CRKURT-18C-6.75","021727000","CKU35-No08C"
"zcrm_7345477000025728134","CRKUSR-06B-6.4","CRKUSR-06B-6.4","031306000","CKU21-No15B"
"zcrm_7345477000025728200","CRKUSRC-06B-6.4","CRKUSRC-06B-6.4","031388000","CKU22-No15B"
"zcrm_7345477000025677966","CRKUR-07C-6.75","CRKUR-07C-6.75","021377000","CKU33-No04C"
"zcrm_7345477000025727969","CRKURC-07C-6.4","CRKURC-07C-6.4","031124000","CKU24-No16B"
"zcrm_7345477000025728035","CRKURCT-22C-6.4","CRKURCT-22C-6.4","031197000","CKU26-No21B"
"zcrm_7345477000025727148","CRKURT-22C-6.75","CRKURT-22C-6.75","021729000","CKU35-No10C"
"zcrm_7345477000025728135","CRKUSR-07B-6.4","CRKUSR-07B-6.4","031307000","CKU21-No16B"
"zcrm_7345477000025728201","CRKUSRC-07B-6.4","CRKUSRC-07B-6.4","031389000","CKU22-No16B"
"zcrm_7345477000025677967","CRKUR-10C-6.75","CRKUR-10C-6.75","021378000","CKU33-No05C"
"zcrm_7345477000025727970","CRKURC-10C-6.4","CRKURC-10C-6.4","031125000","CKU24-No17B"
"zcrm_7345477000025728036","CRKURCT-26C-6.4","CRKURCT-26C-6.4","031198000","CKU26-No22B"
"zcrm_7345477000025727149","CRKURT-26C-6.75","CRKURT-26C-6.75","021730000","CKU35-No11C"
"zcrm_7345477000025728136","CRKUSR-10B-6.4","CRKUSR-10B-6.4","031308000","CKU21-No17B"
"zcrm_7345477000025728202","CRKUSRC-10B-6.4","CRKUSRC-10B-6.4","031390000","CKU22-No17B"
"zcrm_7345477000025677968","CRKUR-12C-6.75","CRKUR-12C-6.75","021379000","CKU33-No06C"
"zcrm_7345477000025727971","CRKURC-12C-6.4","CRKURC-12C-6.4","031126000","CKU24-No18B"
"zcrm_7345477000025727228","CRKURCT-04C-6.75","CRKURCT-04C-6.75","021936000","CKU36-No01C"
"zcrm_7345477000025728137","CRKUSR-12B-6.4","CRKUSR-12B-6.4","031309000","CKU21-No18B"
